Timestamp,Human readable date,bcddc2462d2e_flowrate,bcddc2462d2e_litros,bcddc2462d2e_mililitros,bcddc2462d2e_segundos,context_bcddc2462d2e_flowrate,context_bcddc2462d2e_litros,context_bcddc2462d2e_mililitros,context_bcddc2462d2e_segundos,created_at_bcddc2462d2e_flowrate,created_at_bcddc2462d2e_litros,created_at_bcddc2462d2e_mililitros,created_at_bcddc2462d2e_segundos
1641600242564,2022-01-07 18:04:02,4.016599655151367,6.0,6737.0,20999.0,{},{},{},{},1641600242564,1641600242564,1641600242564,1641600242564
1641600182502,2022-01-07 18:03:02,3.899935007095337,6.0,6671.0,20939.0,{},{},{},{},1641600182502,1641600182502,1641600182502,1641600182502
1641600122454,2022-01-07 18:02:02,2.5332911014556885,6.0,6607.0,20880.0,{},{},{},{},1641600122454,1641600122454,1641600122454,1641600122454
1641600064388,2022-01-07 18:01:04,0.7333211302757264,6.0,6565.0,20819.0,{},{},{},{},1641600064388,1641600064388,1641600064388,1641600064388
1641600002440,2022-01-07 18:00:02,0.2833286225795746,6.0,6553.0,20759.0,{},{},{},{},1641600002440,1641600002440,1641600002440,1641600002440
1641576469646,2022-01-07 11:27:49,0.1499975025653839,0.0,328.0,599.0,{},{},{},{},1641576469646,1641576469646,1641576469646,1641576469646
1641576408433,2022-01-07 11:26:48,1.3333110809326172,0.0,326.0,539.0,{},{},{},{},1641576408433,1641576408433,1641576408433,1641576408433
1641576348354,2022-01-07 11:25:48,3.6166064739227295,0.0,304.0,479.0,{},{},{},{},1641576348354,1641576348354,1641576348354,1641576348354
1641576288352,2022-01-07 11:24:48,0.983316957950592,0.0,244.0,419.0,{},{},{},{},1641576288352,1641576288352,1641576288352,1641576288352
1641576228334,2022-01-07 11:23:48,2.633289337158203,0.0,228.0,359.0,{},{},{},{},1641576228334,1641576228334,1641576228334,1641576228334
1641576168594,2022-01-07 11:22:48,2.8666188716888428,0.0,185.0,299.0,{},{},{},{},1641576168594,1641576168594,1641576168594,1641576168594
1641576108583,2022-01-07 11:21:48,0.1833302825689316,0.0,138.0,239.0,{},{},{},{},1641576108583,1641576108583,1641576108583,1641576108583
1641576048283,2022-01-07 11:20:48,3.5666072368621826,0.0,135.0,179.0,{},{},{},{},1641576048283,1641576048283,1641576048283,1641576048283
1641575990591,2022-01-07 11:19:50,3.2666122913360596,0.0,76.0,119.0,{},{},{},{},1641575990591,1641575990591,1641575990591,1641575990591
1641575930721,2022-01-07 11:18:50,1.3666439056396484,0.0,22.0,59.0,{},{},{},{},1641575930721,1641575930721,1641575930721,1641575930721
1641575851979,2022-01-07 11:17:31,0.11666472256183624,2.0,2248.0,3840.0,{},{},{},{},1641575851979,1641575851979,1641575851979,1641575851979
1641575792212,2022-01-07 11:16:32,3.766603946685791,2.0,2247.0,3779.0,{},{},{},{},1641575792212,1641575792212,1641575792212,1641575792212
1641575732082,2022-01-07 11:15:32,3.949934244155884,2.0,2185.0,3719.0,{},{},{},{},1641575732082,1641575732082,1641575732082,1641575732082
1641575672517,2022-01-07 11:14:32,0.1999966651201248,2.0,2120.0,3659.0,{},{},{},{},1641575672517,1641575672517,1641575672517,1641575672517
1641575612872,2022-01-07 11:13:32,2.3499608039855957,2.0,2117.0,3599.0,{},{},{},{},1641575612872,1641575612872,1641575612872,1641575612872
1641575553225,2022-01-07 11:12:33,2.0499658584594727,2.0,2078.0,3539.0,{},{},{},{},1641575553225,1641575553225,1641575553225,1641575553225
