Timestamp,Human readable date,a4cf12c65fb8_flowrate,a4cf12c65fb8_litros,a4cf12c65fb8_mililitros,a4cf12c65fb8_segundos,context_a4cf12c65fb8_flowrate,context_a4cf12c65fb8_litros,context_a4cf12c65fb8_mililitros,context_a4cf12c65fb8_segundos,created_at_a4cf12c65fb8_flowrate,created_at_a4cf12c65fb8_litros,created_at_a4cf12c65fb8_mililitros,created_at_a4cf12c65fb8_segundos
1641562642969,2022-01-07 07:37:22,0.0,0.0,0.0,1097038.0,{},{},{},{},1641562642969,1641562642969,1641562642969,1641562642969
1641562583001,2022-01-07 07:36:23,0.0,0.0,0.0,1096978.0,{},{},{},{},1641562583001,1641562583001,1641562583001,1641562583001
1641562523106,2022-01-07 07:35:23,0.0,0.0,0.0,1096918.0,{},{},{},{},1641562523106,1641562523106,1641562523106,1641562523106
1641562462912,2022-01-07 07:34:22,0.0,0.0,0.0,1096858.0,{},{},{},{},1641562462912,1641562462912,1641562462912,1641562462912
1641562402999,2022-01-07 07:33:22,0.0,0.0,0.0,1096798.0,{},{},{},{},1641562402999,1641562402999,1641562402999,1641562402999
1641562343354,2022-01-07 07:32:23,0.0,0.0,0.0,1096738.0,{},{},{},{},1641562343354,1641562343354,1641562343354,1641562343354
1641562283119,2022-01-07 07:31:23,0.0,0.0,0.0,1096678.0,{},{},{},{},1641562283119,1641562283119,1641562283119,1641562283119
1641562225026,2022-01-07 07:30:25,0.0,0.0,0.0,1096618.0,{},{},{},{},1641562225026,1641562225026,1641562225026,1641562225026
1641562163053,2022-01-07 07:29:23,0.0,0.0,0.0,1096558.0,{},{},{},{},1641562163053,1641562163053,1641562163053,1641562163053
1641562103118,2022-01-07 07:28:23,0.0,0.0,0.0,1096498.0,{},{},{},{},1641562103118,1641562103118,1641562103118,1641562103118
1641562042932,2022-01-07 07:27:22,0.0,0.0,0.0,1096438.0,{},{},{},{},1641562042932,1641562042932,1641562042932,1641562042932
1641561982928,2022-01-07 07:26:22,0.0,0.0,0.0,1096378.0,{},{},{},{},1641561982928,1641561982928,1641561982928,1641561982928
1641561923234,2022-01-07 07:25:23,0.0,0.0,0.0,1096318.0,{},{},{},{},1641561923234,1641561923234,1641561923234,1641561923234
1641561862968,2022-01-07 07:24:22,0.0,0.0,0.0,1096258.0,{},{},{},{},1641561862968,1641561862968,1641561862968,1641561862968
1641561802925,2022-01-07 07:23:22,0.0,0.0,0.0,1096198.0,{},{},{},{},1641561802925,1641561802925,1641561802925,1641561802925
1641561743315,2022-01-07 07:22:23,0.0,0.0,0.0,1096137.0,{},{},{},{},1641561743315,1641561743315,1641561743315,1641561743315
1641561683147,2022-01-07 07:21:23,0.0,0.0,0.0,1096078.0,{},{},{},{},1641561683147,1641561683147,1641561683147,1641561683147
1641561623067,2022-01-07 07:20:23,0.0,0.0,0.0,1096018.0,{},{},{},{},1641561623067,1641561623067,1641561623067,1641561623067
1641561563021,2022-01-07 07:19:23,0.0,0.0,0.0,1095958.0,{},{},{},{},1641561563021,1641561563021,1641561563021,1641561563021
1641561503288,2022-01-07 07:18:23,0.0,0.0,0.0,1095898.0,{},{},{},{},1641561503288,1641561503288,1641561503288,1641561503288
1641561443042,2022-01-07 07:17:23,0.0,0.0,0.0,1095838.0,{},{},{},{},1641561443042,1641561443042,1641561443042,1641561443042
1641561384983,2022-01-07 07:16:24,0.0,0.0,0.0,1095778.0,{},{},{},{},1641561384983,1641561384983,1641561384983,1641561384983
1641561323387,2022-01-07 07:15:23,0.0,0.0,0.0,1095718.0,{},{},{},{},1641561323387,1641561323387,1641561323387,1641561323387
1641561262923,2022-01-07 07:14:22,0.0,0.0,0.0,1095658.0,{},{},{},{},1641561262923,1641561262923,1641561262923,1641561262923
1641561202985,2022-01-07 07:13:22,0.0,0.0,0.0,1095598.0,{},{},{},{},1641561202985,1641561202985,1641561202985,1641561202985
1641561143073,2022-01-07 07:12:23,0.0,0.0,0.0,1095538.0,{},{},{},{},1641561143073,1641561143073,1641561143073,1641561143073
1641561082947,2022-01-07 07:11:22,0.0,0.0,0.0,1095477.0,{},{},{},{},1641561082947,1641561082947,1641561082947,1641561082947
1641561023216,2022-01-07 07:10:23,0.0,0.0,0.0,1095417.0,{},{},{},{},1641561023216,1641561023216,1641561023216,1641561023216
1641560963233,2022-01-07 07:09:23,0.0,0.0,0.0,1095358.0,{},{},{},{},1641560963233,1641560963233,1641560963233,1641560963233
1641560903072,2022-01-07 07:08:23,0.0,0.0,0.0,1095297.0,{},{},{},{},1641560903072,1641560903072,1641560903072,1641560903072
1641560843487,2022-01-07 07:07:23,0.0,0.0,0.0,1095238.0,{},{},{},{},1641560843487,1641560843487,1641560843487,1641560843487
1641560782971,2022-01-07 07:06:22,0.0,0.0,0.0,1095178.0,{},{},{},{},1641560782971,1641560782971,1641560782971,1641560782971
1641560723287,2022-01-07 07:05:23,0.0,0.0,0.0,1095118.0,{},{},{},{},1641560723287,1641560723287,1641560723287,1641560723287
1641560663076,2022-01-07 07:04:23,0.0,0.0,0.0,1095058.0,{},{},{},{},1641560663076,1641560663076,1641560663076,1641560663076
1641560602956,2022-01-07 07:03:22,0.0,0.0,0.0,1094998.0,{},{},{},{},1641560602956,1641560602956,1641560602956,1641560602956
1641560543303,2022-01-07 07:02:23,0.0,0.0,0.0,1094938.0,{},{},{},{},1641560543303,1641560543303,1641560543303,1641560543303
1641560485065,2022-01-07 07:01:25,0.0,0.0,0.0,1094878.0,{},{},{},{},1641560485065,1641560485065,1641560485065,1641560485065
1641560422916,2022-01-07 07:00:22,0.0,0.0,0.0,1094817.0,{},{},{},{},1641560422916,1641560422916,1641560422916,1641560422916
1641560363237,2022-01-07 06:59:23,0.0,0.0,0.0,1094758.0,{},{},{},{},1641560363237,1641560363237,1641560363237,1641560363237
1641560302957,2022-01-07 06:58:22,0.0,0.0,0.0,1094698.0,{},{},{},{},1641560302957,1641560302957,1641560302957,1641560302957
1641560242977,2022-01-07 06:57:22,0.0,0.0,0.0,1094637.0,{},{},{},{},1641560242977,1641560242977,1641560242977,1641560242977
1641560183235,2022-01-07 06:56:23,0.0,0.0,0.0,1094578.0,{},{},{},{},1641560183235,1641560183235,1641560183235,1641560183235
1641560122985,2022-01-07 06:55:22,0.0,0.0,0.0,1094518.0,{},{},{},{},1641560122985,1641560122985,1641560122985,1641560122985
1641560063312,2022-01-07 06:54:23,0.0,0.0,0.0,1094458.0,{},{},{},{},1641560063312,1641560063312,1641560063312,1641560063312
1641560003013,2022-01-07 06:53:23,0.0,0.0,0.0,1094398.0,{},{},{},{},1641560003013,1641560003013,1641560003013,1641560003013
1641559943049,2022-01-07 06:52:23,0.0,0.0,0.0,1094338.0,{},{},{},{},1641559943049,1641559943049,1641559943049,1641559943049
1641559883042,2022-01-07 06:51:23,0.0,0.0,0.0,1094277.0,{},{},{},{},1641559883042,1641559883042,1641559883042,1641559883042
1641559823233,2022-01-07 06:50:23,0.0,0.0,0.0,1094218.0,{},{},{},{},1641559823233,1641559823233,1641559823233,1641559823233
1641559762912,2022-01-07 06:49:22,0.0,0.0,0.0,1094157.0,{},{},{},{},1641559762912,1641559762912,1641559762912,1641559762912
1641559703150,2022-01-07 06:48:23,0.0,0.0,0.0,1094098.0,{},{},{},{},1641559703150,1641559703150,1641559703150,1641559703150
1641559642934,2022-01-07 06:47:22,0.0,0.0,0.0,1094038.0,{},{},{},{},1641559642934,1641559642934,1641559642934,1641559642934
1641559585031,2022-01-07 06:46:25,0.0,0.0,0.0,1093978.0,{},{},{},{},1641559585031,1641559585031,1641559585031,1641559585031
1641559522913,2022-01-07 06:45:22,0.0,0.0,0.0,1093918.0,{},{},{},{},1641559522913,1641559522913,1641559522913,1641559522913
1641559462934,2022-01-07 06:44:22,0.0,0.0,0.0,1093857.0,{},{},{},{},1641559462934,1641559462934,1641559462934,1641559462934
1641559403276,2022-01-07 06:43:23,0.0,0.0,0.0,1093798.0,{},{},{},{},1641559403276,1641559403276,1641559403276,1641559403276
1641559343121,2022-01-07 06:42:23,0.0,0.0,0.0,1093737.0,{},{},{},{},1641559343121,1641559343121,1641559343121,1641559343121
1641559283225,2022-01-07 06:41:23,0.0,0.0,0.0,1093678.0,{},{},{},{},1641559283225,1641559283225,1641559283225,1641559283225
1641559222998,2022-01-07 06:40:22,0.0,0.0,0.0,1093618.0,{},{},{},{},1641559222998,1641559222998,1641559222998,1641559222998
1641559163128,2022-01-07 06:39:23,0.0,0.0,0.0,1093558.0,{},{},{},{},1641559163128,1641559163128,1641559163128,1641559163128
1641559104376,2022-01-07 06:38:24,0.0,0.0,0.0,1093498.0,{},{},{},{},1641559104376,1641559104376,1641559104376,1641559104376
1641559042927,2022-01-07 06:37:22,0.0,0.0,0.0,1093437.0,{},{},{},{},1641559042927,1641559042927,1641559042927,1641559042927
1641558983271,2022-01-07 06:36:23,0.0,0.0,0.0,1093378.0,{},{},{},{},1641558983271,1641558983271,1641558983271,1641558983271
1641558922985,2022-01-07 06:35:22,0.0,0.0,0.0,1093317.0,{},{},{},{},1641558922985,1641558922985,1641558922985,1641558922985
1641558863273,2022-01-07 06:34:23,0.0,0.0,0.0,1093258.0,{},{},{},{},1641558863273,1641558863273,1641558863273,1641558863273
1641558803068,2022-01-07 06:33:23,0.0,0.0,0.0,1093197.0,{},{},{},{},1641558803068,1641558803068,1641558803068,1641558803068
1641558745242,2022-01-07 06:32:25,0.0,0.0,0.0,1093138.0,{},{},{},{},1641558745242,1641558745242,1641558745242,1641558745242
1641558682927,2022-01-07 06:31:22,0.0,0.0,0.0,1093078.0,{},{},{},{},1641558682927,1641558682927,1641558682927,1641558682927
1641558623390,2022-01-07 06:30:23,0.0,0.0,0.0,1093018.0,{},{},{},{},1641558623390,1641558623390,1641558623390,1641558623390
1641558563084,2022-01-07 06:29:23,0.0,0.0,0.0,1092958.0,{},{},{},{},1641558563084,1641558563084,1641558563084,1641558563084
1641558502915,2022-01-07 06:28:22,0.0,0.0,0.0,1092898.0,{},{},{},{},1641558502915,1641558502915,1641558502915,1641558502915
1641558442932,2022-01-07 06:27:22,0.0,0.0,0.0,1092837.0,{},{},{},{},1641558442932,1641558442932,1641558442932,1641558442932
1641558383178,2022-01-07 06:26:23,0.0,0.0,0.0,1092777.0,{},{},{},{},1641558383178,1641558383178,1641558383178,1641558383178
1641558323224,2022-01-07 06:25:23,0.0,0.0,0.0,1092718.0,{},{},{},{},1641558323224,1641558323224,1641558323224,1641558323224
1641558263741,2022-01-07 06:24:23,0.0,0.0,0.0,1092658.0,{},{},{},{},1641558263741,1641558263741,1641558263741,1641558263741
1641558202907,2022-01-07 06:23:22,0.0,0.0,0.0,1092598.0,{},{},{},{},1641558202907,1641558202907,1641558202907,1641558202907
1641558143368,2022-01-07 06:22:23,0.0,0.0,0.0,1092538.0,{},{},{},{},1641558143368,1641558143368,1641558143368,1641558143368
1641558083009,2022-01-07 06:21:23,0.0,0.0,0.0,1092478.0,{},{},{},{},1641558083009,1641558083009,1641558083009,1641558083009
1641558022935,2022-01-07 06:20:22,0.0,0.0,0.0,1092417.0,{},{},{},{},1641558022935,1641558022935,1641558022935,1641558022935
1641557963227,2022-01-07 06:19:23,0.0,0.0,0.0,1092358.0,{},{},{},{},1641557963227,1641557963227,1641557963227,1641557963227
1641557905037,2022-01-07 06:18:25,0.0,0.0,0.0,1092297.0,{},{},{},{},1641557905037,1641557905037,1641557905037,1641557905037
1641557843227,2022-01-07 06:17:23,0.0,0.0,0.0,1092238.0,{},{},{},{},1641557843227,1641557843227,1641557843227,1641557843227
1641557783295,2022-01-07 06:16:23,0.0,0.0,0.0,1092177.0,{},{},{},{},1641557783295,1641557783295,1641557783295,1641557783295
1641557723167,2022-01-07 06:15:23,0.0,0.0,0.0,1092118.0,{},{},{},{},1641557723167,1641557723167,1641557723167,1641557723167
1641557663349,2022-01-07 06:14:23,0.0,0.0,0.0,1092058.0,{},{},{},{},1641557663349,1641557663349,1641557663349,1641557663349
1641557602978,2022-01-07 06:13:22,0.0,0.0,0.0,1091998.0,{},{},{},{},1641557602978,1641557602978,1641557602978,1641557602978
1641557543324,2022-01-07 06:12:23,0.0,0.0,0.0,1091937.0,{},{},{},{},1641557543324,1641557543324,1641557543324,1641557543324
1641557483245,2022-01-07 06:11:23,0.0,0.0,0.0,1091878.0,{},{},{},{},1641557483245,1641557483245,1641557483245,1641557483245
1641557422940,2022-01-07 06:10:22,0.0,0.0,0.0,1091817.0,{},{},{},{},1641557422940,1641557422940,1641557422940,1641557422940
1641557363229,2022-01-07 06:09:23,0.0,0.0,0.0,1091757.0,{},{},{},{},1641557363229,1641557363229,1641557363229,1641557363229
1641557303211,2022-01-07 06:08:23,0.0,0.0,0.0,1091698.0,{},{},{},{},1641557303211,1641557303211,1641557303211,1641557303211
1641557243099,2022-01-07 06:07:23,0.0,0.0,0.0,1091638.0,{},{},{},{},1641557243099,1641557243099,1641557243099,1641557243099
1641557182977,2022-01-07 06:06:22,0.0,0.0,0.0,1091577.0,{},{},{},{},1641557182977,1641557182977,1641557182977,1641557182977
1641557123231,2022-01-07 06:05:23,0.0,0.0,0.0,1091518.0,{},{},{},{},1641557123231,1641557123231,1641557123231,1641557123231
1641557062930,2022-01-07 06:04:22,0.0,0.0,0.0,1091457.0,{},{},{},{},1641557062930,1641557062930,1641557062930,1641557062930
1641557006029,2022-01-07 06:03:26,0.0,0.0,0.0,1091398.0,{},{},{},{},1641557006029,1641557006029,1641557006029,1641557006029
1641556943108,2022-01-07 06:02:23,0.0,0.0,0.0,1091338.0,{},{},{},{},1641556943108,1641556943108,1641556943108,1641556943108
1641556883003,2022-01-07 06:01:23,0.0,0.0,0.0,1091277.0,{},{},{},{},1641556883003,1641556883003,1641556883003,1641556883003
1641556823313,2022-01-07 06:00:23,0.0,0.0,0.0,1091218.0,{},{},{},{},1641556823313,1641556823313,1641556823313,1641556823313
1641556763013,2022-01-07 05:59:23,0.0,0.0,0.0,1091157.0,{},{},{},{},1641556763013,1641556763013,1641556763013,1641556763013
1641556703176,2022-01-07 05:58:23,0.0,0.0,0.0,1091097.0,{},{},{},{},1641556703176,1641556703176,1641556703176,1641556703176
1641556643230,2022-01-07 05:57:23,0.0,0.0,0.0,1091038.0,{},{},{},{},1641556643230,1641556643230,1641556643230,1641556643230
1641556582924,2022-01-07 05:56:22,0.0,0.0,0.0,1090977.0,{},{},{},{},1641556582924,1641556582924,1641556582924,1641556582924
1641556523241,2022-01-07 05:55:23,0.0,0.0,0.0,1090918.0,{},{},{},{},1641556523241,1641556523241,1641556523241,1641556523241
1641556463134,2022-01-07 05:54:23,0.0,0.0,0.0,1090857.0,{},{},{},{},1641556463134,1641556463134,1641556463134,1641556463134
1641556403223,2022-01-07 05:53:23,0.0,0.0,0.0,1090798.0,{},{},{},{},1641556403223,1641556403223,1641556403223,1641556403223
1641556343099,2022-01-07 05:52:23,0.0,0.0,0.0,1090738.0,{},{},{},{},1641556343099,1641556343099,1641556343099,1641556343099
1641556282935,2022-01-07 05:51:22,0.0,0.0,0.0,1090677.0,{},{},{},{},1641556282935,1641556282935,1641556282935,1641556282935
1641556223219,2022-01-07 05:50:23,0.0,0.0,0.0,1090618.0,{},{},{},{},1641556223219,1641556223219,1641556223219,1641556223219
1641556162960,2022-01-07 05:49:22,0.0,0.0,0.0,1090558.0,{},{},{},{},1641556162960,1641556162960,1641556162960,1641556162960
1641556103550,2022-01-07 05:48:23,0.0,0.0,0.0,1090498.0,{},{},{},{},1641556103550,1641556103550,1641556103550,1641556103550
1641556045368,2022-01-07 05:47:25,0.0,0.0,0.0,1090438.0,{},{},{},{},1641556045368,1641556045368,1641556045368,1641556045368
1641555982935,2022-01-07 05:46:22,0.0,0.0,0.0,1090378.0,{},{},{},{},1641555982935,1641555982935,1641555982935,1641555982935
1641555922986,2022-01-07 05:45:22,0.0,0.0,0.0,1090318.0,{},{},{},{},1641555922986,1641555922986,1641555922986,1641555922986
1641555863093,2022-01-07 05:44:23,0.0,0.0,0.0,1090257.0,{},{},{},{},1641555863093,1641555863093,1641555863093,1641555863093
1641555803277,2022-01-07 05:43:23,0.0,0.0,0.0,1090198.0,{},{},{},{},1641555803277,1641555803277,1641555803277,1641555803277
1641555743673,2022-01-07 05:42:23,0.0,0.0,0.0,1090138.0,{},{},{},{},1641555743673,1641555743673,1641555743673,1641555743673
1641555682932,2022-01-07 05:41:22,0.0,0.0,0.0,1090078.0,{},{},{},{},1641555682932,1641555682932,1641555682932,1641555682932
1641555623105,2022-01-07 05:40:23,0.0,0.0,0.0,1090017.0,{},{},{},{},1641555623105,1641555623105,1641555623105,1641555623105
1641555563274,2022-01-07 05:39:23,0.0,0.0,0.0,1089958.0,{},{},{},{},1641555563274,1641555563274,1641555563274,1641555563274
1641555502985,2022-01-07 05:38:22,0.0,0.0,0.0,1089898.0,{},{},{},{},1641555502985,1641555502985,1641555502985,1641555502985
1641555442928,2022-01-07 05:37:22,0.0,0.0,0.0,1089837.0,{},{},{},{},1641555442928,1641555442928,1641555442928,1641555442928
1641555383312,2022-01-07 05:36:23,0.0,0.0,0.0,1089778.0,{},{},{},{},1641555383312,1641555383312,1641555383312,1641555383312
1641555323031,2022-01-07 05:35:23,0.0,0.0,0.0,1089717.0,{},{},{},{},1641555323031,1641555323031,1641555323031,1641555323031
1641555263264,2022-01-07 05:34:23,0.0,0.0,0.0,1089658.0,{},{},{},{},1641555263264,1641555263264,1641555263264,1641555263264
1641555203090,2022-01-07 05:33:23,0.0,0.0,0.0,1089598.0,{},{},{},{},1641555203090,1641555203090,1641555203090,1641555203090
1641555143036,2022-01-07 05:32:23,0.0,0.0,0.0,1089538.0,{},{},{},{},1641555143036,1641555143036,1641555143036,1641555143036
1641555085055,2022-01-07 05:31:25,0.0,0.0,0.0,1089478.0,{},{},{},{},1641555085055,1641555085055,1641555085055,1641555085055
1641555023065,2022-01-07 05:30:23,0.0,0.0,0.0,1089418.0,{},{},{},{},1641555023065,1641555023065,1641555023065,1641555023065
1641554962927,2022-01-07 05:29:22,0.0,0.0,0.0,1089358.0,{},{},{},{},1641554962927,1641554962927,1641554962927,1641554962927
1641554903054,2022-01-07 05:28:23,0.0,0.0,0.0,1089298.0,{},{},{},{},1641554903054,1641554903054,1641554903054,1641554903054
1641554842921,2022-01-07 05:27:22,0.0,0.0,0.0,1089238.0,{},{},{},{},1641554842921,1641554842921,1641554842921,1641554842921
1641554782957,2022-01-07 05:26:22,0.0,0.0,0.0,1089178.0,{},{},{},{},1641554782957,1641554782957,1641554782957,1641554782957
1641554722931,2022-01-07 05:25:22,0.0,0.0,0.0,1089118.0,{},{},{},{},1641554722931,1641554722931,1641554722931,1641554722931
1641554663116,2022-01-07 05:24:23,0.0,0.0,0.0,1089058.0,{},{},{},{},1641554663116,1641554663116,1641554663116,1641554663116
1641554602942,2022-01-07 05:23:22,0.0,0.0,0.0,1088997.0,{},{},{},{},1641554602942,1641554602942,1641554602942,1641554602942
1641554543334,2022-01-07 05:22:23,0.0,0.0,0.0,1088938.0,{},{},{},{},1641554543334,1641554543334,1641554543334,1641554543334
1641554482932,2022-01-07 05:21:22,0.0,0.0,0.0,1088877.0,{},{},{},{},1641554482932,1641554482932,1641554482932,1641554482932
1641554423350,2022-01-07 05:20:23,0.0,0.0,0.0,1088818.0,{},{},{},{},1641554423350,1641554423350,1641554423350,1641554423350
1641554362964,2022-01-07 05:19:22,0.0,0.0,0.0,1088758.0,{},{},{},{},1641554362964,1641554362964,1641554362964,1641554362964
1641554302940,2022-01-07 05:18:22,0.0,0.0,0.0,1088698.0,{},{},{},{},1641554302940,1641554302940,1641554302940,1641554302940
1641554243151,2022-01-07 05:17:23,0.0,0.0,0.0,1088638.0,{},{},{},{},1641554243151,1641554243151,1641554243151,1641554243151
1641554185030,2022-01-07 05:16:25,0.0,0.0,0.0,1088578.0,{},{},{},{},1641554185030,1641554185030,1641554185030,1641554185030
1641554123794,2022-01-07 05:15:23,0.0,0.0,0.0,1088518.0,{},{},{},{},1641554123794,1641554123794,1641554123794,1641554123794
1641554063105,2022-01-07 05:14:23,0.0,0.0,0.0,1088458.0,{},{},{},{},1641554063105,1641554063105,1641554063105,1641554063105
1641554002943,2022-01-07 05:13:22,0.0,0.0,0.0,1088398.0,{},{},{},{},1641554002943,1641554002943,1641554002943,1641554002943
1641553943060,2022-01-07 05:12:23,0.0,0.0,0.0,1088337.0,{},{},{},{},1641553943060,1641553943060,1641553943060,1641553943060
1641553883298,2022-01-07 05:11:23,0.0,0.0,0.0,1088277.0,{},{},{},{},1641553883298,1641553883298,1641553883298,1641553883298
1641553823260,2022-01-07 05:10:23,0.0,0.0,0.0,1088217.0,{},{},{},{},1641553823260,1641553823260,1641553823260,1641553823260
1641553763238,2022-01-07 05:09:23,0.0,0.0,0.0,1088158.0,{},{},{},{},1641553763238,1641553763238,1641553763238,1641553763238
1641553702931,2022-01-07 05:08:22,0.0,0.0,0.0,1088098.0,{},{},{},{},1641553702931,1641553702931,1641553702931,1641553702931
1641553643104,2022-01-07 05:07:23,0.0,0.0,0.0,1088037.0,{},{},{},{},1641553643104,1641553643104,1641553643104,1641553643104
1641553583383,2022-01-07 05:06:23,0.0,0.0,0.0,1087978.0,{},{},{},{},1641553583383,1641553583383,1641553583383,1641553583383
1641553523097,2022-01-07 05:05:23,0.0,0.0,0.0,1087917.0,{},{},{},{},1641553523097,1641553523097,1641553523097,1641553523097
1641553463336,2022-01-07 05:04:23,0.0,0.0,0.0,1087858.0,{},{},{},{},1641553463336,1641553463336,1641553463336,1641553463336
1641553403059,2022-01-07 05:03:23,0.0,0.0,0.0,1087798.0,{},{},{},{},1641553403059,1641553403059,1641553403059,1641553403059
1641553343019,2022-01-07 05:02:23,0.0,0.0,0.0,1087738.0,{},{},{},{},1641553343019,1641553343019,1641553343019,1641553343019
1641553285037,2022-01-07 05:01:25,0.0,0.0,0.0,1087678.0,{},{},{},{},1641553285037,1641553285037,1641553285037,1641553285037
1641553223037,2022-01-07 05:00:23,0.0,0.0,0.0,1087618.0,{},{},{},{},1641553223037,1641553223037,1641553223037,1641553223037
1641553162937,2022-01-07 04:59:22,0.0,0.0,0.0,1087558.0,{},{},{},{},1641553162937,1641553162937,1641553162937,1641553162937
1641553103048,2022-01-07 04:58:23,0.0,0.0,0.0,1087498.0,{},{},{},{},1641553103048,1641553103048,1641553103048,1641553103048
1641553042998,2022-01-07 04:57:22,0.0,0.0,0.0,1087437.0,{},{},{},{},1641553042998,1641553042998,1641553042998,1641553042998
1641552983257,2022-01-07 04:56:23,0.0,0.0,0.0,1087378.0,{},{},{},{},1641552983257,1641552983257,1641552983257,1641552983257
1641552923132,2022-01-07 04:55:23,0.0,0.0,0.0,1087318.0,{},{},{},{},1641552923132,1641552923132,1641552923132,1641552923132
1641552862956,2022-01-07 04:54:22,0.0,0.0,0.0,1087258.0,{},{},{},{},1641552862956,1641552862956,1641552862956,1641552862956
1641552802998,2022-01-07 04:53:22,0.0,0.0,0.0,1087197.0,{},{},{},{},1641552802998,1641552802998,1641552802998,1641552802998
1641552743328,2022-01-07 04:52:23,0.0,0.0,0.0,1087138.0,{},{},{},{},1641552743328,1641552743328,1641552743328,1641552743328
1641552683023,2022-01-07 04:51:23,0.0,0.0,0.0,1087077.0,{},{},{},{},1641552683023,1641552683023,1641552683023,1641552683023
1641552623245,2022-01-07 04:50:23,0.0,0.0,0.0,1087017.0,{},{},{},{},1641552623245,1641552623245,1641552623245,1641552623245
1641552563251,2022-01-07 04:49:23,0.0,0.0,0.0,1086958.0,{},{},{},{},1641552563251,1641552563251,1641552563251,1641552563251
1641552502920,2022-01-07 04:48:22,0.0,0.0,0.0,1086897.0,{},{},{},{},1641552502920,1641552502920,1641552502920,1641552502920
1641552443283,2022-01-07 04:47:23,0.0,0.0,0.0,1086838.0,{},{},{},{},1641552443283,1641552443283,1641552443283,1641552443283
1641552382931,2022-01-07 04:46:22,0.0,0.0,0.0,1086778.0,{},{},{},{},1641552382931,1641552382931,1641552382931,1641552382931
1641552325043,2022-01-07 04:45:25,0.0,0.0,0.0,1086717.0,{},{},{},{},1641552325043,1641552325043,1641552325043,1641552325043
1641552263231,2022-01-07 04:44:23,0.0,0.0,0.0,1086657.0,{},{},{},{},1641552263231,1641552263231,1641552263231,1641552263231
1641552203221,2022-01-07 04:43:23,0.0,0.0,0.0,1086597.0,{},{},{},{},1641552203221,1641552203221,1641552203221,1641552203221
1641552143384,2022-01-07 04:42:23,0.0,0.0,0.0,1086538.0,{},{},{},{},1641552143384,1641552143384,1641552143384,1641552143384
1641552082937,2022-01-07 04:41:22,0.0,0.0,0.0,1086477.0,{},{},{},{},1641552082937,1641552082937,1641552082937,1641552082937
1641552023233,2022-01-07 04:40:23,0.0,0.0,0.0,1086418.0,{},{},{},{},1641552023233,1641552023233,1641552023233,1641552023233
1641551962949,2022-01-07 04:39:22,0.0,0.0,0.0,1086358.0,{},{},{},{},1641551962949,1641551962949,1641551962949,1641551962949
1641551902962,2022-01-07 04:38:22,0.0,0.0,0.0,1086298.0,{},{},{},{},1641551902962,1641551902962,1641551902962,1641551902962
1641551843048,2022-01-07 04:37:23,0.0,0.0,0.0,1086238.0,{},{},{},{},1641551843048,1641551843048,1641551843048,1641551843048
1641551782938,2022-01-07 04:36:22,0.0,0.0,0.0,1086178.0,{},{},{},{},1641551782938,1641551782938,1641551782938,1641551782938
1641551722937,2022-01-07 04:35:22,0.0,0.0,0.0,1086117.0,{},{},{},{},1641551722937,1641551722937,1641551722937,1641551722937
1641551663177,2022-01-07 04:34:23,0.0,0.0,0.0,1086058.0,{},{},{},{},1641551663177,1641551663177,1641551663177,1641551663177
1641551602949,2022-01-07 04:33:22,0.0,0.0,0.0,1085997.0,{},{},{},{},1641551602949,1641551602949,1641551602949,1641551602949
1641551543162,2022-01-07 04:32:23,0.0,0.0,0.0,1085938.0,{},{},{},{},1641551543162,1641551543162,1641551543162,1641551543162
1641551483023,2022-01-07 04:31:23,0.0,0.0,0.0,1085878.0,{},{},{},{},1641551483023,1641551483023,1641551483023,1641551483023
1641551422929,2022-01-07 04:30:22,0.0,0.0,0.0,1085818.0,{},{},{},{},1641551422929,1641551422929,1641551422929,1641551422929
1641551365009,2022-01-07 04:29:25,0.0,0.0,0.0,1085758.0,{},{},{},{},1641551365009,1641551365009,1641551365009,1641551365009
1641551302947,2022-01-07 04:28:22,0.0,0.0,0.0,1085697.0,{},{},{},{},1641551302947,1641551302947,1641551302947,1641551302947
1641551243212,2022-01-07 04:27:23,0.0,0.0,0.0,1085637.0,{},{},{},{},1641551243212,1641551243212,1641551243212,1641551243212
1641551183242,2022-01-07 04:26:23,0.0,0.0,0.0,1085578.0,{},{},{},{},1641551183242,1641551183242,1641551183242,1641551183242
1641551122945,2022-01-07 04:25:22,0.0,0.0,0.0,1085517.0,{},{},{},{},1641551122945,1641551122945,1641551122945,1641551122945
1641551063294,2022-01-07 04:24:23,0.0,0.0,0.0,1085458.0,{},{},{},{},1641551063294,1641551063294,1641551063294,1641551063294
1641551002945,2022-01-07 04:23:22,0.0,0.0,0.0,1085397.0,{},{},{},{},1641551002945,1641551002945,1641551002945,1641551002945
1641550943406,2022-01-07 04:22:23,0.0,0.0,0.0,1085338.0,{},{},{},{},1641550943406,1641550943406,1641550943406,1641550943406
1641550883083,2022-01-07 04:21:23,0.0,0.0,0.0,1085277.0,{},{},{},{},1641550883083,1641550883083,1641550883083,1641550883083
1641550823236,2022-01-07 04:20:23,0.0,0.0,0.0,1085218.0,{},{},{},{},1641550823236,1641550823236,1641550823236,1641550823236
1641550762942,2022-01-07 04:19:22,0.0,0.0,0.0,1085157.0,{},{},{},{},1641550762942,1641550762942,1641550762942,1641550762942
